"examinee","QRS_int","T_int","QT_int","RC_int","RC_int2","BX_int","BX_int2","RS_amp","RQ_amp","TT1_amp","TT2_amp","CB_amp","CX_amp","ECGTcrest","ICGcrest","RR","CC"
"ID0084 - 1","73.5","211.28","387.26","70.55","73.25","260","269.94","1","0.81","0.29","0.37","1.02","1.42","1.73","1.86","927.7","927"
"ID0084 - 1","55","196.62","371.34","71.65","74.74","259","270.16","1.01","0.81","0.27","0.37","1.13","1.41","1.68","1.82","919.1","920.9"
"ID0084 - 1","55.5","218.33","377.02","72.85","77.59","309.5","329.63","0.98","0.8","0.29","0.37","1.08","1.36","1.73","1.86","881.6","881.9"
"ID0084 - 1","55","213.89","389.65","73.35","81.08","237","261.98","1","0.84","0.28","0.38","1","1.34","1.71","1.88","818.4","818.9"
"ID0084 - 2","56.5","196.41","386.27","73.4","80.09","237","258.6","0.95","0.79","0.25","0.36","0.95","1.32","1.67","1.94","839.9","839.8"
"ID0084 - 2","55.5","203.42","389.11","72","79.82","243","269.39","0.95","0.78","0.23","0.34","1.05","1.27","1.62","1.87","813.7","814.9"
"ID0084 - 2","55.5","216.22","368.94","70.55","74.05","248","260.3","0.95","0.78","0.27","0.35","1.12","1.32","1.75","1.85","907.7","906.9"
"ID0084 - 2","55","205.97","370.22","70.25","74.2","311","328.5","0.94","0.77","0.27","0.36","1.08","1.31","1.73","1.89","896.3","894.7"
"ID0007 - 1","55.5","145.82","412.23","72.05","88.66","380.5","468.22","1.04","0.82","0.09","0.04","1.07","1.63","1.6","2.12","660.4","661.2"
"ID0007 - 1","55.5","174.24","403.16","75.4","90.61","378.5","454.84","1.03","0.81","0.1","0.07","1.04","1.67","1.71","2.08","692.5","694.2"
"ID0007 - 1","56","178.68","413.01","77.2","95.46","387","478.54","1.01","0.79","0.1","0.06","1.14","1.64","1.73","2.39","654","653.9"
"ID0007 - 1","55.5","222.29","412.05","75.9","91.45","399","480.72","1.04","0.83","0.11","0.07","1.23","1.65","1.81","1.9","688.9","689.1"
"ID0007 - 2","55.5","127.72","407.95","76.5","94.86","387.5","480.49","1.06","0.86","0.09","0.05","1.09","1.61","1.6","2.17","650.4","649.8"
"ID0007 - 2","54.5","198.09","409.43","78.6","94.65","391","470.85","1.1","0.91","0.1","0.06","1.05","1.36","1.86","1.93","689.6","690"
"ID0007 - 2","55.5","180.17","417.61","78.7","93.9","397.5","474.29","1.04","0.86","0.09","0.07","1.06","1.59","1.78","2.24","702.4","702.7"
"ID0007 - 2","54.5","177.53","416.94","82.6","103.27","388","485.08","1.04","0.84","0.1","0.07","1.21","1.54","1.74","2.01","639.8","640.3"
"ID0183 - 1","50.5","218.14","400.79","74.2","95.78","389","502.11","1.12","0.92","0.24","0.26","1.48","1.55","1.7","1.79","600.2","599.6"
"ID0183 - 1","50","232.21","393.03","72.4","93.14","378.5","486.94","1.15","0.96","0.22","0.22","1.43","1.58","1.67","1.82","604.2","604.5"
"ID0183 - 1","50.5","227.16","389.5","71.85","90.42","379.5","477.59","1.13","0.95","0.22","0.23","1.43","1.64","1.67","1.86","631.4","631.5"
"ID0183 - 1","50","244.19","405.67","74.65","98","379.5","498.22","1.14","0.96","0.23","0.24","1.34","1.47","1.68","2.27","580.2","580.5"
"ID0183 - 2","49.5","228.73","398.79","70.45","92.87","365","481.18","1.14","0.96","0.18","0.19","1.35","1.57","1.57","2.27","575.4","575.4"
"ID0183 - 2","50.5","214.78","386.22","74.7","93.82","390.5","490.47","1.14","0.95","0.23","0.25","1.41","1.56","1.67","1.81","633.9","634.9"
"ID0183 - 2","50","236.33","395.19","76.4","99.48","383","498.71","1.13","0.96","0.24","0.24","1.4","1.45","1.67","1.74","589.8","589.3"
"ID0183 - 2","49.5","237.7","392.27","76.5","99.37","375.5","487.74","1.14","0.98","0.23","0.23","1.3","1.46","1.65","2.2","592.7","592.3"
"ID0120 - 1","51.5","203.33","380.57","75.1","91.17","236.5","287.09","1.01","0.75","0.19","0.19","1.45","1.63","1.73","1.66","678.6","679"
"ID0120 - 1","52","200.71","391.48","85.7","100.3","396.5","464.04","1.03","0.8","0.21","0.23","1.21","1.36","1.82","1.58","730.1","730.2"
"ID0120 - 1","51","207.78","385.79","86.35","104.92","388.5","472.06","1.01","0.77","0.21","0.2","1.12","1.38","1.77","1.58","677.3","678"
"ID0120 - 1","51","220.92","401.9","89.1","111.21","385.5","481.16","0.95","0.76","0.2","0.19","1.28","1.51","1.77","1.65","641.9","643.5"
"ID0120 - 2","52","255.96","402.13","83.6","103.12","369","455.17","1","0.75","0.22","0.21","1.15","1.35","1.81","1.57","657.2","656.4"
"ID0120 - 2","52","185.21","385.59","87.25","105.96","377","457.85","1.02","0.78","0.2","0.2","1.09","1.36","1.73","1.56","678","679.3"
"ID0120 - 2","52.5","196.11","401.3","90.2","109.19","365","441.85","1.01","0.76","0.19","0.21","0.97","1.35","1.8","1.97","682.4","681.3"
"ID0120 - 2","51.5","234.23","410.53","85.9","108.17","371.5","467.82","1.02","0.78","0.19","0.18","1.14","1.36","1.8","2.03","630.6","631.9"
"ID0054 - 1","75.5","209.77","414.35","67.4","69.99","322.5","334.9","1.44","0.71","0.11","0.11","1.37","1.72","1.93","2.01","927.3","926.5"
"ID0054 - 1","78","228.52","447.69","68","74.71","314","344.97","1.43","0.7","0.12","0.12","1.17","1.69","1.97","2.02","828.5","827.5"
"ID0054 - 1","74","224.8","418.55","64.85","69.42","317","339.33","1.42","0.7","0.11","0.11","1.36","1.74","1.95","2.04","872.7","873"
"ID0054 - 1","69","217.06","415","68.6","70.91","328","339.03","1.41","0.7","0.11","0.12","1.44","1.69","1.9","2.04","936","935.3"
"ID0054 - 2","92","222.75","453.1","68.7","74.65","327.5","355.85","1.4","0.71","0.12","0.12","1.21","1.61","1.96","2.01","847","845.7"
"ID0054 - 2","71","241.53","430.39","66.9","71.18","320","340.48","1.39","0.7","0.11","0.11","1.45","1.71","2.03","2.14","883.3","883"
"ID0054 - 2","76","206.83","412.63","69.9","71.39","333","340.11","1.42","0.72","0.11","0.12","1.48","1.75","2","2.21","958.6","960.5"
"ID0054 - 2","74.5","200.13","406.69","70.15","69.33","339.5","335.53","1.44","0.74","0.11","0.11","1.57","1.81","1.98","2.2","1023.8","1024.4"
"ID0198 - 1","54.5","228.84","380.57","73.05","91.6","344","431.35","1.03","0.64","0.37","0.38","0.7","1.26","1.75","1.59","636","636.9"
"ID0198 - 1","55","205.78","385.07","75.7","93.28","337","415.26","1.01","0.62","0.35","0.41","0.76","1.31","1.75","1.64","658.6","658.3"
"ID0198 - 1","55.5","203.52","378.41","72.5","88.36","340.5","414.97","1.02","0.62","0.34","0.38","0.68","1.24","1.72","1.61","673.3","673.4"
"ID0198 - 1","55.5","214.41","384.7","75.35","92.32","336","411.66","1.02","0.61","0.35","0.4","0.73","1.26","1.76","1.62","666.2","666.3"
"ID0198 - 2","55","226.4","393.97","75.65","96.76","339","433.62","1.01","0.6","0.32","0.36","0.86","1.3","1.74","1.71","611.2","612.8"
"ID0198 - 2","56","229.66","413.27","67.4","88.71","331","435.64","0.99","0.57","0.26","0.33","0.94","1.4","1.69","1.72","577.3","577.8"
"ID0198 - 2","56","221.87","391.99","70.25","90.88","339","438.56","0.98","0.56","0.32","0.37","0.99","1.32","1.74","1.75","597.5","596.2"
"ID0198 - 2","55","218.96","378.04","73.6","91.83","358","446.66","1.01","0.6","0.35","0.4","0.91","1.35","1.76","1.71","642.4","638"
"ID0134 - 1","58.5","232.19","422.39","73.7","93.77","357.5","454.83","1.06","0.78","0.06","0.04","1.38","1.85","1.6","1.74","617.8","619.1"
"ID0134 - 1","60","218.5","415.08","79.25","96.47","382","464.99","1.07","0.8","0.09","0.07","1.44","1.79","1.51","1.7","674.9","675"
"ID0134 - 1","61","210.14","403.98","79.6","92.67","391","455.21","1.06","0.78","0.1","0.09","1.43","1.74","1.57","1.68","737.8","738.7"
"ID0134 - 1","61","273.71","452.43","75.6","94.49","373.5","466.8","1.05","0.78","0.06","0.05","1.39","1.78","1.47","1.67","640.2","638.8"
"ID0134 - 2","59.5","259.98","446.6","65.8","84.69","353","454.32","1.08","0.83","0.06","0.05","1.06","1.94","1.51","1.63","603.7","604.4"
"ID0134 - 2","61","213.37","437.19","81.5","100.23","380.5","467.94","1.05","0.8","0.06","0.08","1.4","1.72","1.56","1.66","661.2","661.2"
"ID0134 - 2","59.5","292.24","431.4","75.2","95.14","360","455.44","1.06","0.82","0.06","0.04","1.3","1.81","1.6","1.68","624.8","624.3"
"ID0134 - 2","61","257.22","446.68","72.05","90.4","359.5","451.07","1.03","0.78","0.06","0.04","1.33","1.85","1.45","1.68","635.2","635.6"
"ID0100 - 1","66","220.12","382.35","59.8","68.56","257.5","295.22","1.59","1.46","0.16","0.12","1.87","2.38","1.53","1.98","760.8","760.9"
"ID0100 - 1","67","207.34","380.56","68.4","72.91","278","296.35","1.58","1.42","0.26","0.24","1.41","2.24","1.68","1.94","880","880.9"
"ID0100 - 1","67","224.49","400.75","67.4","77.39","270","310.04","1.55","1.4","0.25","0.25","1.34","2.04","1.68","1.93","758.4","758.4"
"ID0100 - 1","65.5","217.65","400.65","67.55","77.99","286.5","330.8","1.56","1.41","0.24","0.25","1.69","1.93","1.67","1.95","750.1","749.5"
"ID0100 - 2","66","213.16","393.43","65.2","73.92","268.5","304.43","1.51","1.34","0.2","0.22","1.24","2.02","1.63","1.86","777.9","778.7"
"ID0100 - 2","66","233.09","408.78","64.55","75.61","268","313.91","1.5","1.33","0.19","0.2","1.38","2.06","1.63","1.95","728.9","729.7"
"ID0100 - 2","66","235.82","410.75","64.95","77.55","257.5","307.46","1.48","1.31","0.18","0.18","1.27","2.03","1.6","1.88","701.4","702.2"
"ID0100 - 2","65.5","234.31","407.81","63.9","76.2","257.5","307.05","1.46","1.29","0.16","0.17","1.29","1.97","1.6","1.88","703.3","703.6"
"ID0190 - 1","58","222","365.38","87.4","96.77","256","283.45","1.42","1.13","0.22","0.23","1.42","1.91","1.76","1.82","815.7","815.4"
"ID0190 - 1","58.5","200.5","356.32","90.3","96.05","262.5","279.21","1.45","1.14","0.23","0.25","1.37","1.87","1.78","1.91","883.9","883.3"
"ID0190 - 1","58","183.88","357.09","93.6","99.77","264","281.41","1.46","1.14","0.23","0.26","1.42","1.78","1.75","1.85","880.1","880.4"
"ID0190 - 1","58","205.07","373.2","93.55","103.14","261.5","288.3","1.45","1.14","0.22","0.25","1.49","1.81","1.74","1.84","822.7","822.4"
"ID0190 - 2","57.5","264.34","398.89","80.45","95.79","260.5","310.18","1.41","1.09","0.19","0.19","1.63","1.96","1.71","1.78","705.3","704.9"
"ID0190 - 2","58","208.08","366.45","85.3","93.17","261.5","285.63","1.45","1.14","0.21","0.24","1.43","1.96","1.73","1.88","838.2","838.5"
"ID0190 - 2","58","210.86","369.82","89.1","97.34","260","284.06","1.45","1.14","0.21","0.25","1.4","1.89","1.77","1.89","837.8","837.9"
"ID0190 - 2","58","210.33","372.87","90.95","99.89","262","287.76","1.45","1.15","0.22","0.26","1.5","1.88","1.78","1.87","829","829"
"ID0132 - 1","56.5","267.29","414.34","66.1","90.84","343","471.37","1.31","0.9","0.14","0.13","1.1","1.77","1.53","1.69","529.5","529.4"
"ID0132 - 1","56","276.7","428.21","71.5","101.72","389","553.4","1.17","0.79","0.18","0.15","1.11","1.86","1.57","1.86","494.1","496.4"
"ID0132 - 1","56.5","270.85","438.35","70.75","100.86","362","516.04","1.2","0.82","0.17","0.16","1.01","1.66","1.64","1.78","492.1","493"
"ID0132 - 1","56","259.41","422.95","70.9","99.96","396.5","559.01","1.2","0.83","0.16","0.13","1.09","1.73","1.51","1.83","503.1","502"
"ID0132 - 2","56.5","272.46","422.35","67.3","94.28","360","504.3","1.23","0.85","0.13","0.11","1.11","1.77","1.51","1.8","509.6","508.1"
"ID0132 - 2","57","272.05","424.77","62.15","88.29","340","483.01","1.22","0.85","0.15","0.1","1.08","1.76","1.58","1.78","495.5","495.4"
"ID0132 - 2","55","273.12","423.19","64.15","91.25","338","480.8","1.21","0.83","0.15","0.1","1.06","1.72","1.53","1.74","494.2","494.2"
"ID0132 - 2","57.5","246.31","421.44","63.9","89.17","344.5","480.75","1.24","0.86","0.14","0.11","1.04","1.71","1.52","1.69","513.5","513.8"
"ID0153 - 1","59","237.2","385.02","73.9","86.35","246","287.45","1.56","1.41","0.23","0.24","1.32","1.61","1.62","1.89","732.4","735"
"ID0153 - 1","59","211.3","369.92","80.45","90.18","252","282.49","1.62","1.46","0.3","0.33","1.27","1.58","1.67","1.9","795.8","796.6"
"ID0153 - 1","59","216.6","380.58","81.65","91.4","261.5","292.71","1.63","1.47","0.32","0.36","1.26","1.48","1.68","1.85","798.1","799.8"
"ID0153 - 1","59","231.75","382.1","80.25","90.72","248","280.36","1.62","1.46","0.32","0.34","1.25","1.55","1.67","1.87","782.5","782.7"
"ID0153 - 2","58","246.19","397.27","78.3","94.26","239.5","288.32","1.56","1.41","0.24","0.27","1.14","1.41","1.61","1.85","690","691.4"
"ID0153 - 2","58","229.64","378.87","82.5","95.44","253","292.69","1.57","1.42","0.29","0.32","1.33","1.53","1.66","1.85","747.2","746.3"
"ID0153 - 2","58.5","218.46","380.01","82.7","95.09","258","296.65","1.59","1.43","0.3","0.35","1.35","1.53","1.68","1.87","756.4","755.1"
"ID0153 - 2","58","230.16","383.8","84","97.4","254.5","295.09","1.58","1.44","0.32","0.36","1.21","1.42","1.69","1.83","743.8","745.2"
"ID0155 - 1","52.5","235.24","421.66","72.35","91.75","246","311.97","1.75","1.42","0.31","0.26","1.2","1.57","1.56","1.87","621.8","619.9"
"ID0155 - 1","52","227.19","427.5","79","101.12","371.5","475.5","1.76","1.41","0.31","0.26","0.89","1.65","1.57","1.68","610.4","610"
"ID0155 - 1","53.5","230.01","425.46","77.5","97.41","399","501.5","1.77","1.44","0.35","0.31","1.27","1.48","1.58","1.86","633","632.7"
"ID0155 - 1","55","239.94","435.32","76.95","97.95","273","347.5","1.79","1.46","0.34","0.29","1.39","1.51","1.59","1.82","617.2","622.2"
"ID0155 - 2","75.5","251.68","455.78","77.1","96.54","272","340.59","1.78","1.45","0.35","0.3","1.2","1.49","1.62","1.84","637.8","637.6"
"ID0155 - 2","73","242.79","454.59","76.15","96.29","383.5","484.94","1.78","1.43","0.33","0.29","1.3","1.5","1.61","1.81","625.4","624.8"
"ID0155 - 2","76","240.29","461.91","77.65","96.68","397","494.28","1.77","1.42","0.32","0.3","1.34","1.57","1.62","1.83","645.1","644.8"
"ID0155 - 2","75","246.24","453.08","79.2","97.51","378","465.39","1.8","1.44","0.35","0.32","1.25","1.5","1.64","1.89","659.7","659.4"
"ID0116 - 1","63.5","210.08","383.97","95.2","123.08","239.5","309.63","1.87","2.15","0.23","0.24","1.3","1.16","1.73","1.82","598.3","599.2"
"ID0116 - 1","89.5","184.59","373.53","73.95","91.92","360.5","448.11","1.91","2.08","0.29","0.31","1.09","1.54","1.67","1.87","647.2","645.8"
"ID0116 - 1","87.5","191.24","372.31","71.6","85.58","375.5","448.81","1.95","2.12","0.26","0.29","1.35","1.62","1.68","1.84","700","700.8"
"ID0116 - 1","89.5","175.34","372.97","75.25","90.68","370","445.88","1.96","2.13","0.3","0.35","1.16","1.56","1.68","1.89","688.6","688.8"
"ID0116 - 2","88.5","188.53","387.78","68.05","85.82","366","461.56","1.98","2.15","0.23","0.28","1.28","1.56","1.65","1.82","628.8","627.7"
"ID0116 - 2","64.5","211.37","378.72","69.3","85.91","372","461.16","1.9","2.18","0.31","0.31","1.31","1.59","1.68","1.86","650.7","650.6"
"ID0116 - 2","64.5","198.92","368.4","73.35","88.16","361","433.9","1.87","2.14","0.32","0.33","1.07","1.64","1.68","1.9","692.2","692.1"
"ID0116 - 2","64","200.24","371.71","72","84.56","381","447.46","1.92","2.19","0.36","0.36","1.29","1.65","1.71","1.9","725","726.1"
"ID0063 - 1","54.5","212.34","379.82","79.15","89.87","368","417.86","0.91","0.86","0.18","0.18","1.04","1.3","1.73","1.91","775.6","774.4"
"ID0063 - 1","54","207.21","363.59","83.95","92.78","294.5","325.46","0.93","0.87","0.19","0.19","1","1.31","1.69","1.92","818.8","819.1"
"ID0063 - 1","54","224.09","378.62","84.4","96.25","379","432.22","0.9","0.85","0.17","0.18","1.06","1.2","1.68","1.87","768.9","768.3"
"ID0063 - 1","53.5","210.03","378.05","87","97.45","368.5","412.77","0.91","0.83","0.18","0.2","0.94","1.21","1.79","1.88","797","796.5"
"ID0063 - 2","54","219.83","370.86","85","95.09","377.5","422.32","0.96","0.87","0.19","0.2","0.99","1.16","1.75","1.84","799","799.2"
"ID0063 - 2","53.5","217.92","376.31","86.9","97.62","274.5","308.35","0.88","0.81","0.18","0.19","0.97","1.22","1.74","1.9","792.5","791.8"
"ID0063 - 2","53.5","204.91","365.45","86.4","94.68","297.5","326","0.89","0.82","0.16","0.18","0.94","1.16","1.71","1.97","832.8","833"
"ID0063 - 2","53.5","204.46","375.03","81.85","92.46","374.5","423.04","0.89","0.82","0.14","0.16","1.01","1.18","1.66","1.8","783.7","782.5"
"ID0166 - 1","59","217.84","396.4","81.85","97.43","394","469.01","1.83","1.5","0.16","0.19","1.19","1.58","1.67","1.72","705.7","705.3"
"ID0166 - 1","58.5","254.86","416.48","80.4","99.95","388.5","482.99","1.83","1.51","0.16","0.2","1.12","1.53","1.7","1.73","647","646.6"
"ID0166 - 1","59","272.81","404.12","80","95.93","393.5","471.88","1.77","1.46","0.17","0.18","1.22","1.61","1.68","1.77","695.4","694.1"
"ID0166 - 1","58.5","271.29","416.9","92.95","115.67","362","450.5","1.76","1.46","0.17","0.18","1","1.79","1.62","1.56","645.7","644.3"
"ID0166 - 2","58.5","276.77","409.66","78.65","95.89","397","484.04","1.85","1.56","0.17","0.17","1.16","1.56","1.63","1.73","672.7","673.2"
"ID0166 - 2","58","242.2","411.86","79","97.12","240.5","295.68","1.81","1.55","0.15","0.19","1.08","1.35","1.6","1.8","661.6","660.5"
"ID0166 - 2","59","269.44","423.32","81.45","99.08","394.5","479.89","1.86","1.57","0.19","0.22","1.05","1.49","1.7","1.77","675.8","674.4"
"ID0166 - 2","59","276.2","410.62","77.85","95.57","381.5","468.32","1.83","1.57","0.18","0.19","1.15","1.51","1.62","1.74","663.6","663.9"
"ID0079 - 1","59","213.56","423.82","74.3","81.79","390","429.32","0.96","0.71","0.1","0.07","0.81","1.7","1.79","1.49","825.2","825.6"
"ID0079 - 1","59","216.97","438.47","77.45","87.75","384.5","435.64","0.93","0.69","0.11","0.07","0.88","1.75","1.73","1.63","779","779.1"
"ID0079 - 1","60","204.83","442.17","79.65","90.89","299","341.19","0.95","0.7","0.1","0.07","1.26","1.76","1.71","1.99","768","768.4"
"ID0079 - 1","59","227.95","435.12","79.1","91.29","384.5","443.78","0.93","0.68","0.11","0.07","0.98","1.7","1.7","1.82","750.7","751"
"ID0079 - 2","59","216.21","421.75","74.7","83.9","378","424.56","0.94","0.69","0.1","0.07","0.73","1.75","1.81","1.33","792.7","792.2"
"ID0079 - 2","60","218.7","431.76","77","86.8","381","429.5","0.95","0.69","0.09","0.08","0.83","1.69","1.82","1.55","786.9","787.8"
"ID0079 - 2","58","258.68","432.3","76.95","89.66","379.5","442.21","0.94","0.67","0.11","0.06","0.94","1.75","1.71","1.73","736.5","736.1"
"ID0079 - 2","58","232.35","429.62","72.2","83.05","381","438.25","0.94","0.68","0.11","0.07","0.94","1.71","1.76","1.77","755.8","755.1"
"ID0069 - 1","62.5","190.68","375.22","75.75","84.72","300","335.52","1.17","0.9","0.17","0.14","1.09","1.8","1.7","1.92","799.5","800.7"
"ID0069 - 1","62","186.3","402.23","77.45","88.25","290","330.44","1.15","0.89","0.16","0.15","0.91","1.76","1.7","1.66","770.2","770.6"
"ID0069 - 1","63.5","201.69","410.45","75","88.2","305.5","359.29","1.15","0.88","0.17","0.14","1.21","1.66","1.69","1.99","723","724"
"ID0069 - 1","64","185.53","412.87","75.9","86.93","308","352.74","1.15","0.89","0.16","0.16","1.18","1.57","1.68","2.04","762.4","763"
"ID0069 - 2","61","225.13","424.76","72","89.55","285.5","355.1","1.08","0.83","0.12","0.08","1.19","1.58","1.58","1.98","646.4","647.1"
"ID0069 - 2","64","201.24","399.55","72.5","84.58","291","339.48","1.1","0.84","0.15","0.13","1.07","1.64","1.74","1.95","734.8","735.2"
"ID0069 - 2","64","201.58","399.74","74.3","84.62","286","325.72","1.09","0.84","0.15","0.13","0.92","1.65","1.69","1.75","771","771.3"
"ID0069 - 2","61.5","210.41","412.75","74","85.32","288","332.05","1.09","0.83","0.15","0.15","1.02","1.66","1.76","1.92","752.3","752.3"
"ID0058 - 1","56","234.9","406.4","77.35","103.23","230.5","307.63","1.2","1","0.17","0.15","1.1","1.12","1.64","1.74","561.4","562.1"
"ID0058 - 1","57","217.01","399.89","90.4","116.42","253","325.84","1.26","1.04","0.21","0.21","0.95","1.09","1.72","1.8","602.9","604.3"
"ID0058 - 1","56.5","221.08","419.07","90.6","119.58","395.5","522.02","1.2","0.99","0.19","0.22","1.05","1.15","1.71","1.89","574","573"
"ID0058 - 1","55","229.36","406.51","89.85","118.78","243.5","321.9","1.21","1.02","0.18","0.18","1.01","1.05","1.68","1.73","572.2","573.5"
"ID0058 - 2","55","239.61","413.81","85.85","114.6","248.5","331.72","1.16","0.99","0.17","0.17","0.99","1.03","1.69","1.72","561.2","559.9"
"ID0058 - 2","57","210.01","401.16","92.3","120.02","246","319.89","1.23","1.02","0.18","0.21","0.96","1.04","1.68","1.78","591.4","591.8"
"ID0058 - 2","55.5","209.75","404.51","91.5","119.2","248.5","323.74","1.2","1.01","0.18","0.21","0.85","1.02","1.67","1.86","589.2","582.3"
"ID0058 - 2","55.5","226.04","400.57","92.3","118.88","253","325.86","1.2","1","0.2","0.23","0.92","1.1","1.74","1.78","602.8","602.5"
"ID0109 - 1","54.5","106.11","427.45","72.9","87.9","276","332.8","0.64","0.55","0.04","0.04","1.34","1.71","1.63","1.98","687.8","686.9"
"ID0109 - 1","55","160.03","433.49","81","99.33","386.5","473.96","0.65","0.56","0.07","0.07","1.2","1.59","1.79","2","665","666.6"
"ID0109 - 1","56.5","175.14","410.09","77.1","94.1","273","333.2","0.66","0.58","0.07","0.05","1.22","1.61","1.55","1.92","671.3","670.5"
"ID0109 - 1","55","222.21","441.87","78.95","100.53","267.5","340.63","0.65","0.57","0.09","0.05","1.24","1.51","1.51","1.9","616.7","617.6"
"ID0109 - 2","52","248.53","442.05","102.85","133.13","370.5","479.59","0.62","0.52","0.1","0.07","1.07","1.36","1.66","1.96","596.8","606"
"ID0109 - 2","54","221.85","424.77","82.35","97.44","385.5","456.13","0.65","0.57","0.06","0.06","1.16","1.53","1.75","1.88","714.3","714.4"
"ID0109 - 2","56.5","228.82","425.54","84.4","98.53","385.5","450.05","0.67","0.58","0.08","0.08","1.07","1.51","1.75","1.85","733.7","733.8"
"ID0109 - 2","70.5","211.11","452.47","86.65","102.77","361","428.16","0.67","0.58","0.07","0.09","0.87","1.58","1.66","1.73","710.9","711.6"
"ID0121 - 1","59","151.74","379.93","116.55","135","237.5","275.1","1.42","1.35","0.3","0.33","1.15","2.25","1.66","1.43","745.3","745.2"
"ID0121 - 1","60","190.13","389.59","70.8","82.58","271","316.1","1.58","1.51","0.33","0.33","1.27","1.45","1.74","1.97","735","735"
"ID0121 - 1","60","184.89","377.13","71.75","81.14","272.5","308.15","1.6","1.52","0.35","0.35","1.24","1.54","1.74","2.08","782","782.1"
"ID0121 - 1","60","185.13","382.78","72.1","82.14","273","311.01","1.61","1.54","0.36","0.37","1.29","1.54","1.74","2.07","770.5","768.2"
"ID0121 - 2","60","205.53","403.85","69.75","83.84","273","328.13","1.51","1.41","0.29","0.3","1.23","1.39","1.75","1.99","692.2","692.2"
"ID0121 - 2","60","200.42","390.91","67.7","79.12","275.5","321.96","1.52","1.41","0.31","0.31","1.21","1.54","1.75","2.03","732.2","732"
"ID0121 - 2","60.5","173.68","366","71.7","78.57","291","318.88","1.58","1.47","0.34","0.34","1.31","1.49","1.7","1.99","832.8","832.3"
"ID0121 - 2","61","181.09","383.56","66.5","74.8","295","331.82","1.55","1.46","0.33","0.34","1.28","1.6","1.7","2.06","790.4","788.9"
"ID0087 - 1","59.5","237.76","380.78","88.1","106.33","325","392.25","1.1","0.89","0.12","0.1","0.35","1.48","1.6","0.5","686.5","686.9"
"ID0087 - 1","59.5","197.18","381.22","91.75","109.65","372","444.56","1.13","0.9","0.12","0.12","1","1.61","1.62","1.71","700.2","703.4"
"ID0087 - 1","59.5","251.6","394.4","91.5","113.13","318","393.16","1.14","0.91","0.12","0.1","0.26","1.43","1.59","0.35","654.2","653.6"
"ID0087 - 1","59.5","210.51","367.38","88.4","101.97","380","438.32","1.16","0.92","0.14","0.15","0.9","1.51","1.7","1.69","751.6","748.2"
"ID0087 - 2","59.5","233.44","372.69","87.3","100.89","375.5","433.94","1.14","0.91","0.15","0.14","0.92","1.57","1.7","1.68","748.8","745.4"
"ID0087 - 2","59.5","235.89","378.5","91.85","109.15","374","444.45","1.15","0.92","0.14","0.12","0.94","1.39","1.62","1.74","708.1","712.2"
"ID0087 - 2","59.5","196.48","383.44","88.8","105.74","375","446.56","1.15","0.92","0.12","0.13","0.98","1.58","1.65","1.76","705.2","709.1"
"ID0087 - 2","59.5","246.08","384.91","92.15","109.81","368","438.53","1.14","0.91","0.15","0.13","0.94","1.5","1.68","1.73","704.2","707.6"
"ID0004 - 1","62.5","295.54","423.5","74","83.79","278","314.79","1.5","1.15","0.16","0.08","1.43","1.64","1.63","1.95","779.9","779.6"
"ID0004 - 1","62","305.74","436.03","71.35","82.63","271","313.85","1.5","1.14","0.15","0.07","1.39","1.62","1.67","1.96","745.6","745.7"
"ID0004 - 1","61","316.73","449.5","70.7","84.18","397.5","473.31","1.52","1.16","0.14","0.04","1.36","1.82","1.59","1.95","705.3","705.3"
"ID0004 - 1","62","311.79","445.68","71.45","85.03","399","474.83","1.54","1.16","0.14","0.06","1.32","1.77","1.62","1.93","706.1","706.3"
"ID0004 - 2","62","309.52","438.73","72.1","82.81","278","319.29","1.57","1.17","0.15","0.08","1.36","1.56","1.64","1.95","758.1","757.8"
"ID0004 - 2","62.5","298.86","427.51","72.3","82.31","273.5","311.38","1.55","1.17","0.14","0.08","1.33","1.53","1.63","1.95","771.5","771"
"ID0004 - 2","62.5","296.41","428.28","73.05","85.25","275","320.92","1.58","1.17","0.15","0.08","1.34","1.52","1.63","1.93","734.3","734.1"
"ID0004 - 2","61.5","304.08","435.32","71.95","84.31","272","318.72","1.58","1.18","0.15","0.07","1.31","1.53","1.61","1.93","728.3","728.3"
"ID0067 - 1","50","136.57","409.14","79.6","92.52","345.5","401.58","0.98","0.74","0.1","0.05","1.11","1.38","1.64","1.74","740.2","740"
"ID0067 - 1","49.5","153.34","446.25","87.3","109.28","305.5","382.41","0.97","0.73","0.12","0.05","0.85","1.21","1.5","1.78","638.2","637.8"
"ID0067 - 1","49.5","127.28","425.46","84","101.82","238","288.49","0.98","0.72","0.09","0.05","1.01","1.19","1.54","1.63","680.6","678.3"
"ID0067 - 1","49","181.66","465.05","89.6","108.51","247","299.14","0.98","0.73","0.09","0.06","0.98","1.34","1.78","1.75","681.8","687.5"
"ID0067 - 2","50","142.22","432.28","79.45","99.12","256","319.38","1","0.75","0.1","0.06","1.09","1.28","1.71","1.75","642.5","642.4"
"ID0067 - 2","50","241.91","415.97","79.15","93.4","251.5","296.79","0.99","0.73","0.1","0.06","1.28","1.44","1.89","1.69","718.1","718.4"
"ID0067 - 2","50","177.86","411.66","81.85","96.41","259","305.06","0.99","0.74","0.1","0.07","1.17","1.27","1.82","1.69","720.8","720.5"
